T Lat Lon Hsns Ve Vn SNS_GOOD Shassi
1276.0500000000002 42.86307306070626 -8.347317949470654 517.207148061163 2.75919694375061 -39.043388507714965 1 1
1276.1 42.86305548928132 -8.347316261443211 517.216381852938 2.7780316983303024 -39.040526410194914 1 1
1276.15 42.863037919144425 -8.347314561893485 517.2252353501048 2.795635094251758 -39.037785514006266 1 1
1276.2 42.86302035024104 -8.347312851574806 517.2337079725061 2.80525995905698 -39.03577031353406 1 1
1276.25 42.86300278224456 -8.3473111353683 517.241815744452 2.823046967549131 -39.033279295458456 1 1
1276.3000000000002 42.86298521536912 -8.34730940828052 517.2495508759232 2.841829610591048 -39.03064504285473 1 1
1276.35 42.862967649679206 -8.347307669702362 517.2568492855534 2.852664680713595 -39.02876612961493 1 1
1276.4 42.86295008483485 -8.347305924496007 517.263739207328 2.873812102037976 -39.02616012604294 1 1
1276.45 42.86293252116329 -8.347304166352561 517.2701964399183 2.8968927545654557 -39.02360637003438 1 1
1276.5 42.86291495864101 -8.347302394089315 517.2762670753701 2.9175891448063744 -39.0212588113524 1 1
1276.5500000000002 42.8628973971752 -8.347300609164924 517.281907068467 2.929489730851665 -39.01971214993428 1 1
1276.6 42.86287983640543 -8.347298816960494 517.2871328056732 2.947443289602311 -39.01777995074416 1 1
1276.65 42.86286227650521 -8.347297013772943 517.2919529725656 2.964861787299632 -39.0159790641545 1 1
1276.7 42.86284471741543 -8.347295199929615 517.2963977024393 2.9738299058625466 -39.014865684426056 1 1
1276.75 42.86282715882668 -8.347293380600286 517.3004438793926 2.991058264483069 -39.01315820850844 1 1
1276.8000000000002 42.86280960100634 -8.347291550731512 517.3040928402745 3.0085330383276583 -39.01146593063295 1 1
1276.85 42.86279204394756 -8.34728971017255 517.3073181638271 3.0225576425547613 -39.01018045661454 1 1
1276.9 42.86277448746726 -8.347287861034149 517.3100931014408 3.040095953785538 -39.00871296181313 1 1
1276.95 42.86275693164737 -8.347286001166697 517.312414054292 3.0510842973711965 -39.0078271420806 1 1
1277.0 42.86273937622608 -8.347284134577334 517.314392772902 3.0639726543967702 -39.006875521736816 1 1
1277.0500000000002 42.86272182123302 -8.347282260103675 517.3159613096204 3.076976529941326 -39.00593500333528 1 1
1277.1 42.8627042666632 -8.347280377675057 517.3171868038181 3.094099488374209 -39.00475232637568 1 1
1277.15 42.862686712625575 -8.347278484771513 517.3180676137488 3.1063593397723515 -39.00407495473906 1 1
1277.2 42.86266915889276 -8.347276584368196 517.318581423491 3.1194875326597984 -39.00336485062885 1 1
1277.25 42.86265160547946 -8.347274675933873 517.3187180684358 3.140004308846592 -39.00222639386151 1 1
1277.3000000000002 42.862634052578485 -8.347272754948381 517.318451834193 3.157101181429356 -39.00143334346784 1 1
1277.35 42.86261650003436 -8.347270823503946 517.3177531759864 3.1756302634521063 -39.00064563181313 1 1
1277.4 42.86259894784468 -8.347268880724382 517.316566563701 3.191957380393734 -39.00002712013576 1 1
1277.45 42.86258139593331 -8.3472669279568 517.3149518064226 3.2035965854020976 -38.99975858303419 1 1
1277.5 42.862563844142734 -8.34726496806917 517.3129951503904 3.2166386781410266 -38.99949051136612 1 1
1277.5500000000002 42.86254629247275 -8.347263000203244 517.3106673596772 3.232103280478078 -38.999072470473806 1 1
1277.6 42.86252874099084 -8.347261022876987 517.3080234257391 3.2462115721806675 -38.99882818004074 1 1
1277.65 42.862511189618814 -8.347259036920164 517.3050482430752 3.253112964207522 -38.99931879661566 1 1
1277.7 42.86249363802592 -8.347257046741792 517.3017266276504 3.266939594464084 -38.99928465636521 1 1
1277.75 42.86247608644833 -8.347255048105175 517.2980781382842 3.280640329467917 -38.99928344864997 1 1
1277.8000000000002 42.86245853487123 -8.347253041087342 517.2941016644265 3.2886430887749327 -38.99966415281556 1 1
1277.85 42.86244098312271 -8.347251029174178 517.2898490140828 3.3038554162261926 -38.99963262671797 1 1
